Source Sentence,Reference Translation,Model Translation
it also means though that the commission has not incorporated in its proposals the resolutions that this house discussed in the course of the debate on the conventions draft for a constitution in which we urged that the euratom treaty should expire in by analogy with what had happened with coal and steel,mas isto tambem significa que a comissao nao incluiu nas suas propostas as resolucoes que esta camara discutiu ao longo do debate sobre a proposta de constituicao elaborada pela convencao em que exigimos que o tratado euratom expirasse em tal como aconteceu no caso do carvao e do aco,nao podemos deixar de que a comissao esta a comissao e a comissao dos assuntos juridicos e a comissao nao se trata de um acordo que o parlamento europeu nao se encontra em vigor em que se refere a um acordo interinstitucional que se refere
i would like to commend the efforts at unity made by the various political groups in parliament which have allowed the home of european democracy to speak with one voice and emphasised the strong pragmatic bent of this resolution which suggests ways solutions and specific measures for the eu to deal with the iranian regime,gostaria de louvar os esforcos de convergencia dos diversos grupos politicos neste parlamento de forma a dar uma voz em unissono a casa da democracia europeia e salientar o forte pendor pragmatico da resolucao que aponta caminhos solucoes e medidas concretas para a ue lidar com o regime iraniano,gostaria de referir que a presidencia espanhola e a comissao europeia se encontra a um acordo de trabalho que se trata de um acordo de trabalho e que a europa e um pouco mais importante e que o parlamento europeu tem de ser um pouco
the budget includes eur billion for agricultural policy,o orcamento para preve mil milhoes de euros para a politica agricola,as medidas de directiva sao os custos da ue
the present rules of competition are inadequate,as actuais regras de concorrencia nao sao suficientes,as medidas de que a ue tem de ser mais
apart from casting doubt on democratic control such an arrangement would lengthen the reporting period and jeopardize the recently restored coordination of the work of stoa with that of the committees,alem de por em causa uma gestao democratica tal disposicao prolongaria o prazo de entrega dos relatorios e ameacaria a coordenacao encontrada entre os trabalhos do programa stoa e os das comissoes,por fim a partir de um acordo de accao e um dos estadosmembros e a comissao e a comissao a fim de um acordo interinstitucional
as i said there are still considerable deficits,ja o referi antes continua a haver enormes defices,por escrito a questao que se trata de um problema
there are twelve days left until the commencement of the seattle meeting,restam dias ate ao inicio da conferencia de seattle,ha muitos anos que o governo irlandes tem de ser feito
on a less gloomy note the quartet reviewed the palestinian reform process which seems to be on track in as much as this is possible under the current situation,numa nota menos sombria o quarteto passou em revista o processo palestiniano de reformas que tanto quanto e possivel nestas circunstancias parece estar no bom caminho,por escrito a partir de um acordo de trabalho e um dos anos de acordo com a sua posicao de uma forma de que a situacao seja um pouco mais de que o processo de paz
the arrest of hu jia a leading human rights activist who was nominated for the sakharov prize in sent shock waves through society,a detencao de hu jia um importante activista dos direitos humanos nomeado para o premio sakharov em enviou ondas de choque atraves da sociedade,a uniao europeia a uniao europeia e a sua propria maioria dos seus direitos humanos e a sua propria maioria
consequently we fear a social and political situation even more dreadful than that during the hunger riots,receamos por conseguinte uma situacao social e politica ainda mais assustadora do que a que se viveu durante as revoltas da fome de,por conseguinte temos de ser um problema que e um problema que e a europa e a sua vida
fourthly there is more clarity regarding the rights of people who fall ill abroad,em quarto lugar ha maior clareza relativamente aos direitos das pessoas que adoecem no estrangeiro,em primeiro lugar a europa e a sua propria uniao europeia
these are now being submitted by a number of groups,estas sao agora novamente apresentadas por varios grupos,ha um acordo de que a situacao em vigor
however i did claim that a targeted mobilisation took place with rifles and fixed bayonets in burgenland,no entanto afirmei efectivamente que teve lugar em burgenland uma manifestacao orientada com espingardas e baionetas caladas,por ultimo gostaria de referir que a questao de um acordo interinstitucional e a sua propria forma a ser mais eficaz
the eu is supporting a number of sustainable development projects for hydroelectric power,a ue vai apoiar uma serie de projectos de desenvolvimento sustentavel no dominio da energia hidrica,a uniao europeia e a politica de coesao social e a seguranca
